profile,profile_name,period_end,return,observations,complete,sample
risk20,20% target-vol,2025-02-16 00:00:00+00:00,-0.006555865189343257,7,True,historical_validation
risk20,20% target-vol,2025-02-23 00:00:00+00:00,-0.01054373091238181,7,True,historical_validation
risk20,20% target-vol,2025-03-02 00:00:00+00:00,0.0350645121963582,7,True,historical_validation
risk20,20% target-vol,2025-03-09 00:00:00+00:00,0.012329685851016903,7,True,historical_validation
risk20,20% target-vol,2025-03-16 00:00:00+00:00,-0.000664560237485956,7,True,historical_validation
risk20,20% target-vol,2025-03-23 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2025-03-30 00:00:00+00:00,0.006171528050802122,7,True,historical_validation
risk20,20% target-vol,2025-04-06 00:00:00+00:00,0.008763146659526377,7,True,historical_validation
risk20,20% target-vol,2025-04-13 00:00:00+00:00,0.004787012350888187,7,True,historical_validation
risk20,20% target-vol,2025-04-20 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2025-04-27 00:00:00+00:00,-0.00263543832345714,7,True,historical_validation
risk20,20% target-vol,2025-05-04 00:00:00+00:00,0.0001658688898333871,7,True,historical_validation
risk20,20% target-vol,2025-05-11 00:00:00+00:00,0.0380033236764854,7,True,historical_validation
risk20,20% target-vol,2025-05-18 00:00:00+00:00,-0.0060281030178991335,7,True,historical_validation
risk20,20% target-vol,2025-05-25 00:00:00+00:00,0.00025084994214230605,7,True,historical_validation
risk20,20% target-vol,2025-06-01 00:00:00+00:00,-0.0002445040814845756,7,True,historical_validation
risk20,20% target-vol,2025-06-08 00:00:00+00:00,-0.0017334815550774652,7,True,historical_validation
risk20,20% target-vol,2025-06-15 00:00:00+00:00,-0.002564265132920629,7,True,historical_validation
risk20,20% target-vol,2025-06-22 00:00:00+00:00,0.007099637313001006,7,True,historical_validation
risk20,20% target-vol,2025-06-29 00:00:00+00:00,-0.007841208463904903,7,True,historical_validation
risk20,20% target-vol,2025-07-06 00:00:00+00:00,-0.008898951337872218,7,True,historical_validation
risk20,20% target-vol,2025-07-13 00:00:00+00:00,0.05740225446663971,7,True,historical_validation
risk20,20% target-vol,2025-07-20 00:00:00+00:00,0.05055135700054403,7,True,historical_validation
risk20,20% target-vol,2025-07-27 00:00:00+00:00,0.0015909415272292726,7,True,historical_validation
risk20,20% target-vol,2025-08-03 00:00:00+00:00,-0.007394812841318044,7,True,historical_validation
