shift_days,cagr,max_dd,sharpe,calmar,multiple
302,-0.08520126861198973,-0.2649139942633756,-0.48159093226793,-0.3216186024785208,0.8004369340207506
303,-0.12934629973877132,-0.34912525198052524,-0.9169168362188583,-0.37048680668331163,0.7073497624755078
304,-0.07809843521030457,-0.3389863554851632,-0.4954289220341204,-0.2303881378898827,0.8160625843930888
305,-0.05163745508022555,-0.2917133261528455,-0.2910886173797535,-0.1770143851884562,0.8758784953112859
306,-0.0254360005248897,-0.24511582225448714,-0.10969419518903135,-0.10377135303196065,0.9376262135234374
307,-0.0776994801610762,-0.293586553507338,-0.4798999923342362,-0.26465612689967477,0.8169456324611156
308,-0.08537603854634834,-0.2866075774807657,-0.5153483368078215,-0.29788479180065625,0.8000547375910589
309,-0.08291544695781405,-0.34559746936021785,-0.5426781746661615,-0.23991913804030462,0.8054457806779016
310,-0.08760758692157189,-0.32988789542378205,-0.5632479283984367,-0.26556775236941943,0.7951842880176286
311,-0.03034696020208194,-0.29503791641090793,-0.1335682490643234,-0.10285783119420096,0.9258603557138056
312,-0.11838216037282445,-0.3891312821278482,-0.7291876489085132,-0.30422164911925603,0.7298265373071581
313,-0.20417893513916952,-0.48005629122634674,-1.4771295587243953,-0.42532290248207383,0.5650313180852886
314,-0.15790968696886776,-0.4121872172430949,-1.1482353936618508,-0.38310185363108346,0.6507620570963787
315,-0.12100320510288542,-0.3220094720600437,-0.852103657968967,-0.3757752973189636,0.7244149393860569
316,-0.1869045188523718,-0.43361264283145395,-1.3050219614554341,-0.43104028893599844,0.5961899090116796
317,-0.17385886283477725,-0.40992002510894987,-1.1903219583512377,-0.42412873776675947,0.6203888830149334
318,-0.21366579150007992,-0.4673216272860137,-1.5461282956058455,-0.4572135741736399,0.5483447001685857
319,-0.2394699486631564,-0.500854417370606,-1.8098836272773005,-0.4781228643651179,0.5044656898239785
320,-0.22061994814918384,-0.46869826569510176,-1.6769430929744407,-0.47070783976978026,0.5363030433860593
321,-0.1802605893666207,-0.42189507544005733,-1.2895369585446759,-0.4272640280965594,0.6084418536726778
322,-0.1868869318853973,-0.4856746284975676,-1.291255466380373,-0.38479863044015955,0.5962221435621505
323,-0.12872421998778782,-0.41095334024309993,-0.8347852561642399,-0.3132331760867082,0.7086137652256987
324,-0.02985379505544483,-0.283796171546963,-0.12899888750726607,-0.10519449537572279,0.9270378740008132
325,-0.07732090316257889,-0.2863659009866254,-0.5097521597209497,-0.2700073678331909,0.817784105563434
326,-0.07305162168772594,-0.3308597151136583,-0.45124078934193335,-0.22079334035160778,0.8272754701614479
327,0.012197459139245526,-0.2528862289646986,0.15623060666364522,0.048232990737301945,1.0307688960804982
328,0.015770408511893708,-0.22039377934447502,0.1805301262838223,0.07155559725324458,1.0398879992774477
329,0.13237338031332713,-0.15406543229896374,0.8905884341769315,0.8592023423947351,1.3644437984054583
330,0.2007390885400786,-0.149571034114665,1.1954509219523173,1.3420986872778247,1.5797720728206706
331,0.1548097740053287,-0.17564754146959782,0.9805872567015377,0.8813660169113391,1.433028192137832
332,0.00043311542171831086,-0.27998105099784687,0.08433341545055587,0.0015469454813984594,1.001082991954912
333,-0.04992429049236502,-0.3364874997773425,-0.23706277825198915,-0.1483689305706764,0.8798388779954487
334,-0.02988522221912049,-0.28697129691035816,-0.11254482269717557,-0.10414010927530427,0.9269628093481145
335,-0.09028353321370497,-0.33991225857280305,-0.509093629073357,-0.2656083472622623,0.7893674308326271
336,0.0667980299261739,-0.19902089034366577,0.47694290541106565,0.3356332584525586,1.1754276481789943
337,0.011245503853836825,-0.1747442257587548,0.15008760623611042,0.0643540798272896,1.0283473828885594
338,-0.04467622989449849,-0.21694867538064755,-0.21354430293914808,-0.2059299500958545,0.8920377894011663
339,-0.17885291292215155,-0.41751740864482956,-1.179931870819834,-0.428372348598994,0.6110569378321589
340,-0.10922253844139185,-0.3242370518639255,-0.6918460663505244,-0.33686013925154346,0.7489282979129968
341,-0.19850701562531714,-0.4274151970428859,-1.3343709745924905,-0.4644360261373659,0.5751514269749513
342,-0.17729239008627895,-0.4439001123535665,-1.1446137572996857,-0.39939703810001637,0.613963837375083
